partnumber,releasedate
10G-SFPP-SR-8,
57-0000088-01,
57-1000012-01,
57-1000013-01,
Brocade XBR-000147,
NI-CER-2024F-ADVPREM-AC,
NI-CER-2024F-ADVPREM-DC,
NI-MLX-10GX4,
NI-X-ACPWR-A,
B8000,
BR-48000-R0000,
BR-5120-0008-A,
BR-5140-0004A,
BR-5140-1008,
BR-6520-48-16G-F,
BR-6510-24-8G-F,
BROCADE CP4,
BROCADE FC8-32,
BROCADE FC8-48,
BROCADE FCX624S-F-ADV,
BR-VDX6740T-56-1G-F,
BR-VDX6740-24-F,
CP8,
CR16-4,
DL-6510-24-8G-R,
DS-6505B,
FC16-48,
FES4802-POE,
FESX448,
FESX448+2XG,
FGS648P,
FI24E-A,
FI4GMR,
FWSX424,
FWSX448+2XG,
FX824-0001-A,
IB-DCX8514-0002,
ICX6430-C12,
ICX6450-24,
ICX6450-24P,
ICX6450-48,
ICX6450-48P,
ICX6610-24F-PE,
ICX7150-C12P,
ICX7250-24-2X10G,
ICX7250-24P,
ICX7250-24P-2X10G,
ICX7250-48,
ICX7250-48-2X10G,
ICX7250-48P,
ICX7250-48P-2X10G,
SI-GT-2404CF,
FWSX424-2XG,
60-1000384-12,
RPS-X448,
SX-424F,
NAR-5520-200-740,
R700,
901-P300-US01,
901-R310-US02,
901-1205-UN00,
901-3025-WW00,
901-3050-UN00,
901-7055-US01,
901-7372-US00,
901-7962-US00,
901-H320-US00,
901-H350-US00,
901-H500-US00,
901-H500-WW00,
901-H510-US00,
901-H550-US00,
901-R310-WW02,
901-R320-US02,
901-R350-US02,
901-R500-US00,
901-R510-US00,
901-R600-US00,
901-R610-US00,
901-R610-WW00,
901-R650-US00,
901-R700-US00,
901-R710-US00,
901-R720-US00,
901-T300-US01,
901-T301-US61,
901-T310-US20,
901-T610-US01,
901-T710-US51,
902-0126-0000,
976-R510-US00,
9S1-7372-US00,
9U1-R500-US00,
9U1-R510-US00,
9U1-R750-US00,
9U1-T310-US20,
SZ100,
740-64214-001,
BR-DCX-0001,
RX-BI-MR,
7982,
